데리다,"모시다

"
요리되다,"조리되다

"
요리하다,"조리하다2

"
요약하다,"간추리다

"
용납하다,"양해하다, 이해하다

"
우글거리다,"우글대다, 우글우글하다

"
우글대다,"우글거리다, 우글우글하다

"
우글우글하다,"우글거리다, 우글대다

"
우당탕거리다,"우당탕대다, 우당탕우당탕하다

"
우당탕대다,"우당탕거리다, 우당탕우당탕하다

"
우당탕우당탕하다,"우당탕거리다, 우당탕대다

"
우대하다,"후대하다

"
우러나다,"우러나오다

"
우러나오다,"우러나다

"
우롱하다,"조롱하다

"
우르릉거리다,"우르릉대다, 우르릉우르릉하다

"
우르릉거리다,"우르릉대다, 우르릉우르릉하다

"
우르릉대다,"우르릉거리다, 우르릉우르릉하다

"
우르릉대다,"우르릉거리다, 우르릉우르릉하다

"
우르릉우르릉하다,"우르릉거리다, 우르릉대다

"
우르릉우르릉하다,"우르릉거리다, 우르릉대다

"
우물거리다,"우물대다, 우물우물하다
작은말 오물거리다

"
우물거리다,"우물대다, 우물우물하다
작은말 오물거리다

"
우물거리다,"우물대다, 우물우물하다
작은말 오물거리다

"
우물거리다,"우물대다, 우물우물하다
작은말 오물거리다

"
우물대다,"우물거리다, 우물우물하다
작은말 오물대다

"
우물대다,"우물거리다, 우물우물하다
작은말 오물대다

"
우물대다,"우물거리다, 우물우물하다
작은말 오물대다

"
우물대다,"우물거리다, 우물우물하다
작은말 오물대다

"
우물우물하다,"우물거리다, 우물대다
작은말 오물오물하다

"
우물우물하다,"우물거리다, 우물대다
작은말 오물오물하다

"
우물우물하다,"우물거리다, 우물대다
작은말 오물오물하다

"
우물우물하다,"우물거리다, 우물대다
작은말 오물오물하다

"
우송되다,"발송되다

"
우송하다,"발송하다

"
우쭐거리다,"우쭐대다

"
우쭐거리다,"우쭐대다

"
우쭐대다,"우쭐거리다

"
우쭐대다,"우쭐거리다

"
우회하다,"에돌다

"
욱신거리다,"욱신대다, 욱신욱신하다

"
욱신대다,"욱신거리다, 욱신욱신하다

"
욱신욱신하다,"욱신거리다, 욱신대다

"
운명하다,"죽다1

"
울렁거리다,"울렁대다, 울렁울렁하다

"
울렁거리다,"울렁대다, 울렁울렁하다

"
울렁거리다,"울렁대다, 울렁울렁하다

"
울렁거리다,"울렁대다, 울렁울렁하다

"
울렁대다,"울렁거리다, 울렁울렁하다

"
울렁대다,"울렁거리다, 울렁울렁하다

"
울렁대다,"울렁거리다, 울렁울렁하다

"
울렁대다,"울렁거리다, 울렁울렁하다

"
울렁울렁하다,"울렁거리다, 울렁대다

"
울렁울렁하다,"울렁거리다, 울렁대다

"
울렁울렁하다,"울렁거리다, 울렁대다

"
울렁울렁하다,"울렁거리다, 울렁대다

"
울먹거리다,"울먹대다, 울먹울먹하다

"
울먹대다,"울먹거리다, 울먹울먹하다

"
울먹울먹하다,"울먹거리다, 울먹대다

"
움직거리다,"움직대다, 움직움직하다

"
움직대다,"움직거리다, 움직움직하다

"
움직움직하다,"움직거리다

"
움찔거리다,"움찔움찔하다, 움찔하다

"
움찔움찔하다,"움찔거리다, 움찔하다

"
움찔하다,"움찔거리다, 움찔움찔하다

"
웃다,"비웃다

"
웅성거리다,"웅성대다, 웅성웅성하다

"
웅성대다,"웅성거리다

"
웅성웅성하다,"웅성거리다, 웅성대다

"
웅얼거리다,"웅얼대다, 웅얼웅얼하다
작은말 옹알거리다

"
웅얼대다,"웅얼거리다, 웅얼웅얼하다
작은말 옹알대다

"
웅얼웅얼하다,"웅얼거리다, 웅얼대다
작은말 옹알옹알하다

"
원하다,"소원하다1

"
위배되다,"위반되다

"
위배하다,"위반하다

"
윙윙거리다,"윙윙대다, 윙윙하다

"
윙윙거리다,"윙윙대다, 윙윙하다

"
윙윙거리다,"윙윙대다, 윙윙하다

"
윙윙거리다,"윙윙대다, 윙윙하다

"
윙윙대다,"윙윙거리다

"
윙윙대다,"윙윙거리다

"
윙윙대다,"윙윙거리다

"
윙윙대다,"윙윙거리다

"
윙윙하다,"윙윙거리다, 윙윙대다

"
윙윙하다,"윙윙거리다, 윙윙대다

"
윙윙하다,"윙윙거리다, 윙윙대다

"
윙윙하다,"윙윙거리다, 윙윙대다

"
유랑하다,"떠돌다

"
유보되다,"보류되다

"
유보하다,"보류하다

"
유산하다,"낙태하다

"
유실되다,"분실되다

"
유실하다,"분실하다

"
육성되다,"양성되다

"
육성하다,"양성하다

"
융성하다,"흥성하다

"
으뜸가다,"제일가다
"
으르렁거리다,"으르렁대다, 으르렁으르렁하다

"
으르렁거리다,"으르렁대다, 으르렁으르렁하다

"
으르렁대다,"으르렁거리다, 으르렁으르렁하다

"
으르렁대다,"으르렁거리다, 으르렁으르렁하다

"
으르렁으르렁하다,"으르렁거리다, 으르렁대다

"
으르렁으르렁하다,"으르렁거리다, 으르렁대다

"
으쓱거리다,"으쓱대다, 으쓱으쓱하다

"
으쓱거리다,"으쓱대다, 으쓱으쓱하다

"
으쓱대다,"으쓱거리다, 으쓱으쓱하다

"
으쓱대다,"으쓱거리다, 으쓱으쓱하다

"
으쓱으쓱하다,"으쓱거리다, 으쓱대다

"
으쓱으쓱하다,"으쓱거리다, 으쓱대다

"
은거하다,"퇴거하다

"
을러대다,"을러메다

"
을러메다,"을러대다

"
응시하다,"주시하다

"
응얼거리다,"응얼대다, 응얼응얼하다

"
응얼거리다,"응얼대다, 응얼응얼하다

"
응얼거리다,"응얼대다, 응얼응얼하다

"
응얼대다,"응얼거리다

"
응얼대다,"응얼거리다

"
응얼대다,"응얼거리다

"
응얼응얼하다,"응얼거리다

"
응얼응얼하다,"응얼거리다

"
응얼응얼하다,"응얼거리다

"
의결되다,"결의되다

"
의결하다,"결의하다2

"
의논되다,"논의되다

"
의논하다,"논의하다

"
이글거리다,"이글대다, 이글이글하다

"
이글거리다,"이글대다, 이글이글하다

"
이글거리다,"이글대다, 이글이글하다

"
이글대다,"이글거리다, 이글이글하다

"
이글대다,"이글거리다, 이글이글하다

"
이글대다,"이글거리다, 이글이글하다

"
이글이글하다,"이글거리다, 이글대다

"
이글이글하다,"이글거리다, 이글대다

"
이글이글하다,"이글거리다, 이글대다

"
이끌다,"끌다

"
이끌다,"끌다

"
이러쿵저러쿵하다,"어쩌고저쩌고하다

"
이럭저럭하다,"이렁저렁하다

"
이렁저렁하다,"이럭저럭하다

"
이르다,"타이르다

"
이르다,"고자질하다

"
이분되다,"양분되다

"
이죽거리다,"이죽대다, 이죽이죽하다

"
이죽대다,"이죽거리다, 이죽이죽하다

"
이죽이죽하다,"이죽거리다, 이죽대다

"
이해하다,"양해하다, 용납하다

"
인가하다,"인허하다

"
인허하다,"인가하다

"
일렁거리다,"일렁대다, 일렁일렁하다

"
일렁거리다,"일렁대다, 일렁일렁하다

"
일렁거리다,"일렁대다, 일렁일렁하다

"
일렁대다,"일렁거리다, 일렁일렁하다

"
일렁대다,"일렁거리다, 일렁일렁하다

"
일렁대다,"일렁거리다, 일렁일렁하다

"
일렁일렁하다,"일렁거리다, 일렁일렁하다

"
일렁일렁하다,"일렁거리다, 일렁일렁하다

"
일렁일렁하다,"일렁거리다, 일렁일렁하다

"
일반화되다,"보편화되다

"
일반화하다,"보편화하다

"
일소하다,"싹쓸이하다

"
일어나다,"일어서다

"
일어서다,"기립하다

"
일어서다,"일어나다

"
임명하다,"명하다2, 임하다1
"
임신되다,"잉태되다

"
임신하다,"잉태하다

"
임하다,"명하다2, 임명하다

"
입대하다,"입영하다
"
입맞춤하다,"키스하다

"
입맞춤하다,"키스하다

"
입선되다,"당선되다

"
입선하다,"당선하다

"
입신양명하다,"입신출세하다

"
입신출세하다,"입신양명하다

"
입영하다,"입대하다

"
잇달다,"연달다, 잇따르다

"
잇달다,"연달다, 잇따르다, 연잇다

"
잇따르다,"연달다, 잇달다

"
잇따르다,"연달다, 연잇다, 잇달다

"
잉잉거리다,"잉잉대다1, 잉잉하다1

"
잉잉거리다,"잉잉대다2, 잉잉하다2

"
잉잉거리다,"잉잉대다2, 잉잉하다2

"
잉잉대다,"잉잉거리다1, 잉잉하다1

"
잉잉대다,"잉잉거리다2, 잉잉하다2

"
잉잉대다,"잉잉거리다2, 잉잉하다2

"
잉잉하다,"잉잉거리다1, 잉잉대다1

"
잉잉하다,"잉잉거리다2, 잉잉대다2

"
잉잉하다,"잉잉거리다2, 잉잉대다2

"
잉태되다,"임신되다

"
잉태하다,"임신하다

"
잊다,"망각하다

"
자결하다,"자해하다, 자살하다

"
자급하다,"자족하다1

"
자부하다,"자신하다

"
자살하다,"자결하다, 자해하다
"
자신하다,"자부하다

"
자족하다,"자급하다

"
자찬하다,"자칭하다, 자화자찬하다

"
자칭하다,"자찬하다, 자화자찬하다

"
자해하다,"자결하다, 자살하다

"
자화자찬하다,"자찬하다, 자칭하다

"
작살나다,"부서지다

"
잔류하다,"잔존하다

"
잔존하다,"잔류하다

"
잡수시다,"잡수다
"
잡아넣다,"잡아들이다

"
잡아넣다,"잡아들이다

"
잡아들이다,"잡아넣다

"
잡아들이다,"잡아넣다

"
장가가다,"장가들다
"
장가들다,"장가가다

"
장생하다,"장수하다

"
장수하다,"장생하다

"
장식되다,"치장되다

"
장식하다,"수식하다, 치장하다

"
장착되다,"부착되다

"
장착하다,"부착하다

"
재가하다,"개가하다

"
재가하다,"결재하다

"
재구성되다,"재조직되다, 재편성되다

"
재구성하다,"재조직하다, 재편성하다

"
재다,"쟁이다
본말 재우다1

"
재다,"쟁이다
본말 재우다1

"
재단하다,"마름질하다

"
재미나다,"재미있다

"
재생하다,"갱생하다, 소생하다, 회생하다

"
재잘거리다,"재잘대다, 재잘재잘하다

"
재잘거리다,"재잘대다, 재잘재잘하다

"
재잘대다,"재잘거리다, 재잘재잘하다

"
재잘대다,"재잘거리다, 재잘재잘하다

"
재잘재잘하다,"재잘거리다, 재잘대다

"
재잘재잘하다,"재잘거리다, 재잘대다

"
재조직되다,"재구성되다, 재편성되다

"
재조직하다,"재구성하다, 재편성하다

"
재편되다,"재편성되다

"
재편성되다,"재구성되다, 재조직되다, 재편되다

"
재편성하다,"재구성하다, 재조직하다, 재편하다

"
재편하다,"재편성하다

"
쟁이다,"재다3

"
쟁이다,"재다3

"
쟁쟁거리다,"쟁쟁대다

"
쟁쟁거리다,"쟁쟁대다

"
쟁쟁대다,"쟁쟁거리다

"
쟁쟁대다,"쟁쟁거리다

"
저장되다,"갈무리되다

"
저장하다,"갈무리하다

"
저해되다,"거리끼다, 방해되다

"
저해하다,"방해하다

"
적대시하다,"적시하다2

"
적발되다,"적출되다

"
적발하다,"적출하다

"
적시하다,"적대시하다

"
적출되다,"적발되다

"
적출하다,"적발하다

"
전래하다,"도래하다2

"
전망하다,"조망하다

"
절감하다,"통감하다

"
절교하다,"단교하다

"
절뚝거리다,"절뚝대다, 절뚝절뚝하다
"
절뚝대다,"절뚝거리다, 절뚝절뚝하다

"
절뚝절뚝하다,"절뚝거리다, 절뚝대다

"
절룩거리다,"절룩대다, 절룩절룩하다

"
절룩대다,"절룩거리다, 절룩절룩하다

"
절룩절룩하다,"절룩거리다, 절룩대다

"
점거되다,"점령되다

"
점거되다,"점령되다

"
점거하다,"점령하다

"
점거하다,"점령하다

"
점령되다,"점거되다

"
점령되다,"점거되다

"
점령하다,"점거하다

"
점령하다,"점거하다

"
점화되다,"발화되다1

"
점화하다,"발화하다1

"
정정하다,"수정하다3

"
정혼하다,"약혼하다

"
제기되다,"제의되다

"
제기하다,"제언하다, 제의하다

"
제언하다,"제기하다, 제의하다

"
제의되다,"제기되다

"
제의하다,"제기하다, 제언하다

"
제일가다,"으뜸가다

"
제하다,"즈음하다

"
조락하다,"쇠락하다

"
조롱하다,"우롱하다

"
조리되다,"요리되다

"
조리하다,"요리하다2

"
조망하다,"전망하다

"
조문하다,"문상하다

"
조여들다,"죄어들다

"
조여들다,"죄어들다

"
조여들다,"죄어들다

"
조잘거리다,"조잘대다, 조잘조잘하다
큰말 주절거리다

"
조잘거리다,"조잘대다, 조잘조잘하다

"
조잘대다,"조잘거리다, 조잘조잘하다

"
조잘대다,"조잘거리다, 조잘조잘하다

"
조잘조잘하다,"조잘거리다, 조잘대다

"
조잘조잘하다,"조잘거리다, 조잘대다

"
조처하다,"조치하다

"
조치하다,"조처하다

"
종결하다,"끝막음하다

"
종알거리다,"종알대다, 종알종알하다
큰말 중얼거리다
"
종알대다,"종알거리다, 종알종알하다
"
종알종알하다,"종알거리다, 종알대다
"
좌시하다,"방관하다, 방치하다

"
좌우되다,"좌지우지되다

"
좌지우지되다,"좌우되다

"
죄어들다,"조여들다

"
죄어들다,"조여들다

"
죄어들다,"조여들다

"
주거하다,"거주하다

"
주리다,"굶다

"
주물럭거리다,"주물럭대다, 주물럭주물럭하다

"
주물럭대다,"주물럭거리다, 주물럭주물럭하다

"
주물럭주물럭하다,"주물럭거리다, 주물럭대다

"
주시하다,"응시하다1

"
주전부리하다,"군것질하다

"
주절거리다,"주절주절하다
작은말 조잘거리다

"
주절주절하다,"주절거리다

"
주춤거리다,"주춤대다, 주춤주춤하다

"
주춤대다,"주춤거리다, 주춤주춤하다

"
주춤주춤하다,"주춤거리다, 주춤대다

"
죽다,"운명하다
"
줄다,"감하다
"
줄다,"감소하다
"
중계되다,"중계방송되다

"
중계되다,"중계방송되다

"
중계방송되다,"중계되다

"
중계방송되다,"중계되다

"
중계방송하다,"중계하다

"
중계방송하다,"중계하다

"
중계하다,"중계방송하다

"
중계하다,"중계방송하다

"
중매하다,"중신하다

"
중신하다,"중매하다

"
중얼거리다,"중얼대다, 중얼중얼하다
작은말 종알거리다

"
중얼대다,"중얼거리다, 중얼중얼하다
작은말 종알대다

"
중얼중얼하다,"중얼거리다, 중얼대다
작은말 종알종알하다

"
즈음하다,"제하다2

"
즉위하다,"등극하다

"
증여되다,"기증되다, 증정되다

"
증여하다,"기증하다, 증정하다

"
증정되다,"기증되다, 증여되다

"
증정하다,"기증하다, 증여하다

"
지근거리다,"지근대다
"
지근대다,"지근거리다
"
지끈거리다,"지끈대다, 지끈지끈하다
여린말 지근거리다

"
지끈대다,"지끈거리다, 지끈지끈하다
여린말 지근대다

"
지끈지끈하다,"지끈거리다, 지끈대다

"
지나가다,"지나다

"
지나가다,"지나다

"
지나다,"지나가다

"
지나다,"지나가다

"
지분거리다,"지분대다, 지분지분하다

"
지분대다,"지분거리다, 지분지분하다

"
지분지분하다,"지분거리다, 지분대다

"
지원하다,"뒷받침하다

"
지지다,"부치다4

"
지지하다,"지탱하다

"
지탱하다,"지지하다

"
진득거리다,"진득대다
"
진득거리다,"진득대다
"
진득대다,"진득거리다
"
진득대다,"진득거리다
"
진보되다,"개화되다

"
진보하다,"개명하다2, 개화하다1
"
질겅거리다,"질겅대다

"
질겅대다,"질겅거리다

"
질금거리다,"질금대다, 질금질금하다
"
질금거리다,"질금대다, 질금질금하다
"
질금거리다,"질금대다, 질금질금하다
"
질금거리다,"질금대다, 질금질금하다
"
질금대다,"질금거리다, 질금질금하다
"
질금대다,"질금거리다, 질금질금하다
"
질금대다,"질금거리다, 질금질금하다
"
질금대다,"질금거리다, 질금질금하다
"
질금질금하다,"질금거리다, 질금대다
"
질금질금하다,"질금거리다, 질금대다
"
질금질금하다,"질금거리다, 질금대다
"
질금질금하다,"질금거리다, 질금대다
"
질문하다,"질의하다
"
질벅거리다,"질벅대다, 질벅질벅하다1
"
질벅대다,"질벅거리다, 질벅질벅하다1

"
질벅질벅하다,"질벅거리다, 질벅대다

"
질의하다,"질문하다
"
질척거리다,"질척대다, 질척질척하다

"
질척대다,"질척거리다, 질척질척하다

"
질척질척하다,"질척거리다, 질척대다

"
질투하다,"투기하다

"
질투하다,"시샘하다

"
질퍼덕거리다,"질퍼덕대다, 질퍼덕질퍼덕하다
"
질퍼덕대다,"질퍼덕거리다, 질퍼덕질퍼덕하다
"
질퍼덕질퍼덕하다,"질퍼덕거리다, 질퍼덕대다
"
질퍽거리다,"질퍽대다, 질퍽질퍽하다
여린말 질벅거리다
본말 질퍼덕거리다

"
질퍽대다,"질퍽거리다, 질퍽질퍽하다
본말 질퍼덕대다

"
질퍽질퍽하다,"질퍽거리다, 질퍽대다
본말 질퍼덕질퍼덕하다

"
집어먹다,"집어삼키다

"
집어삼키다,"집어먹다

"
집어치우다,"걷어치우다

"
집적거리다,"집적대다, 집적집적하다
"
집적거리다,"집적대다, 집적집적하다
"
집적대다,"집적거리다, 집적집적하다
"
집적대다,"집적거리다, 집적집적하다
"
집적집적하다,"집적거리다, 집적대다
"
집적집적하다,"집적거리다, 집적대다
"
징징거리다,"징징대다

"
징징대다,"징징거리다

"
짤랑거리다,"짤랑대다, 짤랑짤랑하다

"
짤랑대다,"짤랑거리다, 짤랑짤랑하다

"
짤랑짤랑하다,"짤랑거리다, 짤랑대다

"
짭짭거리다,"짭짭대다
큰말 쩝쩝거리다

"
짭짭거리다,"짭짭대다
큰말 쩝쩝거리다

"
짭짭거리다,"짭짭대다
큰말 쩝쩝거리다

"
짭짭대다,"짭짭거리다
큰말 쩝쩝대다

"
짭짭대다,"짭짭거리다
큰말 쩝쩝대다

"
짭짭대다,"짭짭거리다
큰말 쩝쩝대다

"
짹짹거리다,"짹짹대다, 짹짹하다

"
짹짹대다,"짹짹거리다, 짹짹하다

"
짹짹하다,"짹짹거리다, 짹짹대다

"
쨍그랑거리다,"쨍그랑대다, 쨍그랑쨍그랑하다

"
쨍그랑대다,"쨍그랑거리다, 쨍그랑쨍그랑하다

"
쨍그랑쨍그랑하다,"쨍그랑거리다, 쨍그랑대다

"
쩍쩍거리다,"쩍쩍대다, 쩍쩍하다

"
쩍쩍대다,"쩍쩍거리다, 쩍쩍하다

"
쩍쩍하다,"쩍쩍거리다, 쩍쩍대다

"
쩔뚝거리다,"쩔뚝대다, 쩔뚝쩔뚝하다
여린말 절뚝거리다

"
쩔뚝대다,"쩔뚝거리다, 쩔뚝쩔뚝하다
여린말 절뚝대다

"
쩔뚝쩔뚝하다,"쩔뚝거리다, 쩔뚝대다
여린말 절뚝절뚝하다

"
쩝쩝거리다,"쩝쩝대다
작은말 짭짭거리다

"
쩝쩝거리다,"쩝쩝대다
작은말 짭짭거리다

"
쩝쩝거리다,"쩝쩝대다
작은말 짭짭거리다

"
쩝쩝대다,"쩝쩝거리다
작은말 짭짭대다

"
쩝쩝대다,"쩝쩝거리다
작은말 짭짭대다

"
쩝쩝대다,"쩝쩝거리다
작은말 짭짭대다

"
쩡쩡거리다,"쩡쩡대다, 쩡쩡하다1

"
쩡쩡거리다,"쩡쩡대다, 쩡쩡하다1

"
쩡쩡거리다,"쩡쩡대다, 쩡쩡하다1

"
쩡쩡대다,"쩡쩡거리다, 쩡쩡하다1

"
쩡쩡대다,"쩡쩡거리다, 쩡쩡하다1

"
쩡쩡대다,"쩡쩡거리다, 쩡쩡하다1

"
쩡쩡하다,"쩡쩡거리다, 쩡쩡대다

"
쩡쩡하다,"쩡쩡거리다, 쩡쩡대다

"
쩡쩡하다,"쩡쩡거리다, 쩡쩡대다

"
쪼개다,"뻐개다

"
쪼르륵거리다,"쪼르륵대다, 쪼르륵쪼르륵하다

"
쪼르륵거리다,"쪼르륵대다, 쪼르륵쪼르륵하다

"
쪼르륵대다,"쪼르륵거리다, 쪼르륵쪼르륵하다

"
쪼르륵대다,"쪼르륵거리다, 쪼르륵쪼르륵하다

"
쪼르륵쪼르륵하다,"쪼르륵거리다, 쪼르륵대다

"
쪼르륵쪼르륵하다,"쪼르륵거리다, 쪼르륵대다

"
쪼이다,"쬐다

"
쪼이다,"쬐다

"
쫑긋거리다,"쫑긋대다, 쫑긋쫑긋하다1

"
쫑긋대다,"쫑긋거리다, 쫑긋쫑긋하다1

"
쫑긋쫑긋하다,"쫑긋거리다, 쫑긋대다

"
쫑알거리다,"쫑알대다, 쫑알쫑알하다
여린말 종알거리다

"
쫑알대다,"쫑알거리다, 쫑알쫑알하다
여린말 종알대다

"
쫑알쫑알하다,"쫑알거리다, 쫑알대다
여린말 종알종알하다

"
쬐다,"쪼이다1

"
쬐다,"쪼이다1

"
쭈뼛거리다,"쭈뼛대다, 쭈뼛쭈뼛하다1

"
쭈뼛거리다,"쭈뼛대다, 쭈뼛쭈뼛하다1

"
쭈뼛거리다,"쭈뼛대다, 쭈뼛쭈뼛하다1

"
쭈뼛거리다,"쭈뼛대다, 쭈뼛쭈뼛하다1

"
쭈뼛대다,"쭈뼛거리다, 쭈뼛쭈뼛하다1

"
쭈뼛대다,"쭈뼛거리다, 쭈뼛쭈뼛하다1

"
쭈뼛대다,"쭈뼛거리다, 쭈뼛쭈뼛하다1

"
쭈뼛대다,"쭈뼛거리다, 쭈뼛쭈뼛하다1

"
쭈뼛쭈뼛하다,"쭈뼛거리다, 쭈뼛대다

"
쭈뼛쭈뼛하다,"쭈뼛거리다, 쭈뼛대다

"
쭈뼛쭈뼛하다,"쭈뼛거리다, 쭈뼛대다

"
쭈뼛쭈뼛하다,"쭈뼛거리다, 쭈뼛대다

"
쯧쯧거리다,"쯧쯧대다

"
쯧쯧대다,"쯧쯧거리다

"
찐득거리다,"찐득대다, 찐득찐득하다1
여린말 진득거리다

"
찐득거리다,"찐득대다, 찐득찐득하다1
여린말 진득거리다

"
찐득대다,"찐득거리다, 찐득찐득하다1
여린말 진득대다

"
찐득대다,"찐득거리다, 찐득찐득하다1
여린말 진득대다

"
찐득찐득하다,"찐득거리다, 찐득대다

"
찐득찐득하다,"찐득거리다, 찐득대다

"
찔끔거리다,"찔끔대다, 찔끔찔끔하다
여린말 질금거리다

"
찔끔거리다,"찔끔대다, 찔끔찔끔하다
여린말 질금거리다

"
찔끔거리다,"찔끔대다, 찔끔찔끔하다
여린말 질금거리다

"
찔끔거리다,"찔끔대다, 찔끔찔끔하다
여린말 질금거리다

"
찔끔대다,"찔끔거리다, 찔끔찔끔하다
여린말 질금대다

"
찔끔대다,"찔끔거리다, 찔끔찔끔하다
여린말 질금대다

"
찔끔대다,"찔끔거리다, 찔끔찔끔하다
여린말 질금대다

"
찔끔대다,"찔끔거리다, 찔끔찔끔하다
여린말 질금대다

"
찔끔찔끔하다,"찔끔거리다, 찔끔대다
여린말 질금질금하다

"
찔끔찔끔하다,"찔끔거리다, 찔끔대다
여린말 질금질금하다

"
찔끔찔끔하다,"찔끔거리다, 찔끔대다
여린말 질금질금하다

"
찔끔찔끔하다,"찔끔거리다, 찔끔대다
여린말 질금질금하다

"
찝쩍거리다,"찝쩍대다, 찝쩍찝쩍하다
여린말 집적거리다

"
찝쩍거리다,"찝쩍대다, 찝쩍찝쩍하다
여린말 집적거리다

"
찝쩍대다,"찝쩍거리다, 찝쩍찝쩍하다
여린말 집적대다

"
찝쩍대다,"찝쩍거리다, 찝쩍찝쩍하다
여린말 집적대다

"
찝쩍찝쩍하다,"찝쩍거리다, 찝쩍대다
여린말 집적집적하다

"
찝쩍찝쩍하다,"찝쩍거리다, 찝쩍대다
여린말 집적집적하다

"
찡긋거리다,"찡긋대다, 찡긋찡긋하다

"
찡긋대다,"찡긋거리다, 찡긋찡긋하다

"
찡긋찡긋하다,"찡긋거리다, 찡긋대다

"
착공되다,"기공되다

"
착공하다,"기공하다

"
찬미하다,"찬송하다, 찬양하다

"
찬송하다,"찬미하다, 찬양하다

"
찬양하다,"찬미하다, 찬송하다

"
찰그랑거리다,"찰그랑대다, 찰그랑찰그랑하다

"
찰그랑대다,"찰그랑거리다, 찰그랑찰그랑하다

"
찰그랑찰그랑하다,"찰그랑거리다, 찰그랑대다

"
찰랑거리다,"찰랑대다, 찰랑찰랑하다1
큰말 철렁거리다

"
찰랑거리다,"찰랑대다, 찰랑찰랑하다1

"
찰랑대다,"찰랑거리다, 찰랑찰랑하다1
큰말 철렁대다

"
찰랑대다,"찰랑거리다, 찰랑찰랑하다1

"
찰랑찰랑하다,"찰랑거리다, 찰랑대다
큰말 철렁철렁하다1

"
찰랑찰랑하다,"찰랑거리다, 찰랑대다

"
찰싹거리다,"찰싹대다, 찰싹찰싹하다
큰말 철썩거리다

"
찰싹거리다,"찰싹대다, 찰싹찰싹하다
큰말 철썩거리다

"
찰싹대다,"찰싹거리다, 찰싹찰싹하다
큰말 철썩대다

"
찰싹대다,"찰싹거리다, 찰싹찰싹하다
큰말 철썩대다

"
찰싹찰싹하다,"찰싹거리다, 찰싹대다
큰말 철썩철썩하다

"
찰싹찰싹하다,"찰싹거리다, 찰싹대다
큰말 철썩철썩하다

"
책망하다,"책하다

"
책하다,"책망하다

"
천대하다,"천시하다

"
천시하다,"천대하다

"
철렁거리다,"철렁대다, 철렁철렁하다1
작은말 찰랑거리다

"
철렁거리다,"철렁대다, 철렁철렁하다1

"
철렁대다,"철렁거리다, 철렁철렁하다1
작은말 찰랑대다

"
철렁대다,"철렁거리다, 철렁철렁하다1

"
철렁철렁하다,"철렁거리다, 철렁대다
작은말 찰랑찰랑하다1

"
철렁철렁하다,"철렁거리다, 철렁대다

"
철버덕거리다,"철버덕대다, 철버덕철버덕하다
"
철버덕대다,"철버덕거리다, 철버덕철버덕하다
"
철버덕철버덕하다,"철버덕거리다, 철버덕대다
"
철벅거리다,"철벅대다, 철벅철벅하다
본말 철버덕거리다

"
철벅대다,"철벅거리다, 철벅철벅하다
본말 철버덕대다

"
철벅철벅하다,"철벅거리다, 철벅대다
본말 철버덕철버덕하다

"
철썩거리다,"철썩대다, 철썩철썩하다
작은말 찰싹거리다

"
철썩거리다,"철썩대다, 철썩철썩하다
작은말 찰싹거리다

"
철썩대다,"철썩거리다, 철썩철썩하다, 찰싹대다

"
철썩대다,"철썩거리다, 철썩철썩하다
작은말 찰싹대다

"
철썩철썩하다,"철썩거리다, 철썩대다
작은말 찰싹찰싹하다

"
철썩철썩하다,"철썩거리다, 철썩대다
작은말 찰싹찰싹하다

"
철야하다,"밤샘하다

"
첨가되다,"삭제되다

"
첨벙거리다,"첨벙대다, 첨벙첨벙하다

"
첨벙대다,"첨벙거리다, 첨벙첨벙하다

"
첨벙첨벙하다,"첨벙거리다, 첨벙대다

"
청소하다,"소제하다

"
청혼하다,"구혼하다

"
체납하다,"체불하다

"
체류하다,"체재하다

"
체불하다,"체납하다

"
체재하다,"체류하다

"
체하다,"얹히다

"
촐랑거리다,"촐랑촐랑하다

"
촐랑거리다,"촐랑촐랑하다

"
촐랑촐랑하다,"촐랑거리다

"
촐랑촐랑하다,"촐랑거리다

"
총총거리다,"총총대다

"
총총대다,"총총거리다

"
총칭하다,"통칭하다

"
추렴하다,"갹출하다

"
추론하다,"추리하다

"
추리하다,"추론하다

"
추수하다,"가을걷이하다

"
축구하다,"축조하다

"
축조하다,"축구하다

"
출가하다,"시집가다

"
출간되다,"간행되다, 출판되다

"
출간하다,"간행하다, 출판하다

"
출감되다,"출옥되다

"
출감하다,"출옥하다

"
출렁거리다,"출렁출렁하다

"
출렁거리다,"출렁출렁하다

"
출렁출렁하다,"출렁거리다

"
출렁출렁하다,"출렁거리다

"
출산하다,"해산하다1, 분만하다

"
출옥되다,"출감되다

"
출옥하다,"출감하다

"
출판되다,"간행되다, 출간되다

"
출판하다,"간행하다, 출간하다

"
취업하다,"취직하다

"
취직하다,"취업하다

"
치근거리다,"치근대다, 치근치근하다

"
치근대다,"치근거리다

"
치근덕거리다,"치근덕치근덕하다

"
치근덕치근덕하다,"치근덕거리다

"
치근치근하다,"치근거리다
여린말 지근지근하다

"
치료하다,"고치다

"
치솟다,"솟구치다

"
치솟다,"솟구치다

"
치장되다,"장식되다

"
치장하다,"수식하다, 장식하다

"
칭얼거리다,"칭얼칭얼하다

"
칭얼칭얼하다,"칭얼거리다

"
캑캑거리다,"캑캑대다, 캑캑하다

"
캑캑대다,"캑캑거리다, 캑캑하다

"
캑캑하다,"캑캑거리다, 캑캑대다

"
컥컥거리다,"컥컥대다1, 컥컥하다1

"
